0.00000	0.007
0.00105	0.007
0.00210	0.007
0.00315	0.007
0.00420	0.007
0.00525	0.004
0.00630	0.00625
0.00735	0.00625
0.00840	0.004
0.00945	0.00325
0.01050	0.004
0.01155	0.00475
0.01260	-0.008
0.01365	0.00025
0.01470	0.00325
0.01575	0.004
0.01680	0.00625
0.01785	0.00625
0.01890	0.007
0.01995	0.007
0.02100	0.00625
0.02205	0.00775
0.02310	0.007
0.02415	0.00625
0.02520	0.00625
0.02625	0.004
0.02730	0.004
0.02835	0.00475
0.02940	0.00475
0.03045	0.00475
0.03150	0.004
0.03255	0.013
0.03360	0.0115
0.03465	0.0085
0.03570	0.007
0.03675	0.00775
0.03780	0.007
0.03885	0.007
0.03990	0.00625
0.04095	0.00775
0.04200	0.007
0.04305	0.00775
0.04410	0.007
0.04515	0.00775
0.04620	0.00625
0.04725	0.007
0.04830	0.00625
0.04935	0.00625
0.05040	0.007
0.05145	0.00775
0.05250	0.02125
0.05355	0.016
0.05460	0.010
0.05565	0.00625
0.05670	0.00775
0.05775	0.00475
0.05880	0.004
0.05985	0.00475
0.06090	0.00625
0.06195	0.007
0.06300	0.01075
0.06405	0.03025
0.06510	0.07375
0.06615	0.14275
0.06720	0.24175
0.06825	0.367
0.06930	0.51775
0.07035	0.6925
0.07140	0.88825
0.07245	1.09825
0.07350	1.30975
0.07455	1.5145
0.07560	1.68925
0.07665	1.837
0.07770	1.95625
0.07875	2.0455
0.07980	2.10325
0.08085	2.13925
0.08190	2.1505
0.08295	2.1415
0.08400	2.116
0.08505	2.0785
0.08610	2.026
0.08715	1.96675
0.08820	1.900
0.08925	1.8265
0.09030	1.753
0.09135	1.6735
0.09240	1.5955
0.09345	1.50175
0.09450	1.42825
0.09555	1.3585
0.09660	1.28275
0.09765	1.21375
0.09870	1.14025
0.09975	1.07275
0.10080	1.0075
0.10185	0.94225
0.10290	0.880
0.10395	0.82225
0.10500	0.7675
0.10605	0.7165
0.10710	0.6655
0.10815	0.622
0.10920	0.577
0.11025	0.53875
0.11130	0.50125
0.11235	0.46375
0.11340	0.4225
0.11445	0.39325
0.11550	0.36775
0.11655	0.346
0.11760	0.31975
0.11865	0.30
0.11970	0.27325
0.12075	0.25375
0.12180	0.23425
0.12285	0.217
0.12390	0.2005
0.12495	0.184
0.12600	0.172
0.12705	0.1585
0.12810	0.14575
0.12915	0.1345
0.13020	0.12475
0.13125	0.11575
0.13230	0.10525
0.13335	0.0985
0.13440	0.09325
0.13545	0.08275
0.13650	0.07825
0.13755	0.0715
0.13860	0.06625
0.13965	0.06025
0.14070	0.05425
0.14175	0.049
0.14280	0.04525
0.14385	0.04075
0.14490	0.03775
0.14595	0.03475
0.14700	0.03175
0.14805	0.0295
0.14910	0.02575
0.15015	0.0235
0.15120	0.02275
0.15225	0.02125
0.15330	0.01975
0.15435	0.02275
0.15540	0.016
0.15645	0.01375
0.15750	0.01375
0.15855	0.013
0.15960	0.0115
0.16065	0.010
0.16170	0.00925
0.16275	0.00775
0.16380	0.00625
0.16485	0.004
0.16590	0.00325
0.16695	0.004
0.16800	0.004
0.16905	0.0025
0.17010	0.00175
0.17115	0.0025
0.17220	0.0025
0.17325	0.0025
0.17430	-0.00725
0.17535	-0.0065
0.17640	-0.002
0.17745	0.0025
0.17850	0.0025
0.17955	0.001
0.18060	0.00025
0.18165	0.00025
0.18270	-0.00125
0.18375	-0.0005
0.18480	0.00025
0.18585	0.00025
0.18690	0.00025
0.18795	-0.0005
0.18900	-0.00125
0.19005	-0.00125
0.19110	-0.00125
0.19215	-0.00125
0.19320	-0.002
0.19425	0.019
0.19530	0.007
0.19635	0.0025
0.19740	0.00175
0.19845	0.001
0.19950	0.00025
0.20055	-0.0005
0.20160	0.00025
0.20265	-0.0005
0.20370	-0.0005
0.20475	0.001
0.20580	-0.0005
0.20685	-0.00125
0.20790	-0.0005
0.20895	-0.00125
0.21000	-0.00125
0.21105	-0.0005
0.21210	-0.00125
0.21315	-0.0005
0.21420	0.00025
0.21525	-0.008
0.21630	-0.00575
0.21735	-0.00275
0.21840	-0.00125
0.21945	-0.00125
0.22050	0.00025
0.22155	-0.0005
0.22260	0.00025
0.22365	-0.0005
0.22470	0.00025
0.22575	0.00025
0.22680	0.00025
0.22785	0.00025
0.22890	0.001
0.22995	-0.0005
0.23100	-0.00125
0.23205	0.00025
0.23310	-0.0005
0.23415	-0.00125
0.23520	-0.0065
0.23625	-0.01
0.23730	-0.00275
0.23835	-0.0005
0.23940	0.001
0.24045	0.00025
0.24150	0.00025
