5	21.4837039710906	0	0.173403690552657
10	21.4116214857141	0	0.17357081599192
16	21.4971974452997	0	0.173850104649594
32	21.4971974452997	0	0.173850104649594
50	21.4971974452997	0	0.173850104649594
100	21.4971974452997	0	0.173850104649594
158	21.4245117521978	0	0.174021019352459
316	21.2027323088855	0	0.174559453357242
398	20.8979329777508	0	0.175342797133846
501	20.5820476340861	0	0.176210685825237
631	20.1703170184506	0	0.177433667893746
794	19.5589971851385	0	0.179458798971805
1000	18.7239022229985	0	0.182681442268966
1259	17.6207969249774	0	0.187887501163871
1585	16.3569341117075	0	0.195465853778865
1995	14.8150683559883	0	0.175509242178851
2512	13.1687291579786	0	0.180816242781431
3162	11.4236684970978	0	0.188113536883519
5012	7.57579309153624	0	0.178688095185158
10000	1.69643026800632	0	0.17292545649261
31623	-7.95880017344075	0	0.186352821994934
100000	-17.6513663969469	0	0.213644200003199
500000	-30.9870728162392	0	0.302635884063256
1000000	-36.0040278225344	0	0.474195292781812
